header,class,gene,mechanism,group
gb|BAQ55594.1|ARO:3003600|OXA-444_[Ralstonia_mannitolilytica]_,carbapenem;cephalosporin;penam,OXA-444,antibiotic_inactivation,OXA_beta-lactamase
gb|PLT17746.1|ARO:3003599|OXA-443_[Ralstonia_mannitolilytica]_,carbapenem;cephalosporin;penam,OXA-443,antibiotic_inactivation,OXA_beta-lactamase
gb|AKU37610.1|ARO:3003598|OXA-442_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-442,antibiotic_inactivation,OXA_beta-lactamase
gb|AFZ84684.1|ARO:3003597|OXA-441_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-441,antibiotic_inactivation,OXA_beta-lactamase
gb|AKR53962.1|ARO:3003596|OXA-440_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-440,antibiotic_inactivation,OXA_beta-lactamase
gb|AKR53961.1|ARO:3003595|OXA-439_[Escherichia_coli]_,carbapenem;cephalosporin;penam,OXA-439,antibiotic_inactivation,OXA_beta-lactamase
gb|AKL59521.1|ARO:3003594|OXA-438_[Escherichia_coli]_,carbapenem;cephalosporin;penam,OXA-438,antibiotic_inactivation,OXA_beta-lactamase
gb|AKL59536.1|ARO:3003593|OXA-437_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-437,antibiotic_inactivation,OXA_beta-lactamase
gb|CAA79967.1|ARO:3003589|NmcA_beta-lactamase_[Enterobacter_cloacae]_,carbapenem;cephalosporin;cephamycin;penam,NmcA,antibiotic_inactivation,NmcA_beta-lactamase
gb|AEX49906.1|ARO:3003583|basS_[Pseudomonas_aeruginosa]_,peptide_antibiotic,basS,antibiotic_efflux;antibiotic_target_alteration,pmr_phosphoethanolamine_transferase
gb|AAC75314.1|ARO:3003578|pmrF_[Escherichia_coli_str._K-12_substr._MG1655]_,peptide_antibiotic,pmrF,antibiotic_target_alteration,pmr_phosphoethanolamine_transferase
gb|AAC75089.1|ARO:3003577|ugd_[Escherichia_coli_str._K-12_substr._MG1655]_,peptide_antibiotic,ugd,antibiotic_target_alteration,pmr_phosphoethanolamine_transferase
gb|BAE78116.1|ARO:3003576|eptA_[Escherichia_coli_str._K-12_substr._W3110]_,peptide_antibiotic,eptA,antibiotic_target_alteration,pmr_phosphoethanolamine_transferase
gb|CAA37699.1|ARO:3003565|r39_beta-lactamase_[Actinomadura_sp._R39]_,penam,r39,antibiotic_inactivation,R39_beta-lactamase
gb|AAA26775.1|ARO:3003564|EXO_beta-lactamase_[Streptomyces_albus]_,penam,EXO,antibiotic_inactivation,EXO_beta-lactamase
gb|CAA33795.1|ARO:3003563|RCP-1_[Rhodobacter_capsulatus]_,penam,RCP-1,antibiotic_inactivation,RCP_beta-lactamase
gb|AAA19882.1|ARO:3003562|blaF_[Mycolicibacterium_fortuitum]_,penam,blaF,antibiotic_inactivation,blaF_family_beta-lactamase
gb|AAK63223.1|ARO:3003561|Sed1_beta-lactamase_[Citrobacter_sedlakii]_,cephalosporin;penam,Sed1,antibiotic_inactivation,Sed_beta-lactamase
gb|AAA21532.1|ARO:3003559|cepA_beta-lactamase_[Bacteroides_fragilis]_,cephalosporin,cepA,antibiotic_inactivation,cepA_beta-lactamase
gb|AAX55643.1|ARO:3003558|y56_beta-lactamase_[Yersinia_enterocolitica]_,cephalosporin;penam,y56,antibiotic_inactivation,BlaA_beta-lactamase
gb|AAT90847.1|ARO:3003557|SFB-1_[Shewanella_frigidimarina]_,cephalosporin;penam,SFB-1,antibiotic_inactivation,SHW_beta-lactamase
gb|AAT90846.1|ARO:3003556|SLB-1_[Shewanella_livingstonensis]_,cephalosporin;penam,SLB-1,antibiotic_inactivation,SHW_beta-lactamase
gb|CAA56561.1|ARO:3003553|CepS_beta-lactamase_[Aeromonas_sobria]_,cephalosporin,CepS,antibiotic_inactivation,CepS_beta-lactamase
gb|AAL12234.1|ARO:3003552|fusB_[Staphylococcus_aureus]_,fusidic_acid,fusB,antibiotic_target_protection,Target_protecting_FusB-type_protein_conferring_resistance_to_Fusidic_acid
gb|BAC11911.1|ARO:3003551|emeA_[Enterococcus_faecalis_ATCC_29212]_,acridine_dye,emeA,antibiotic_efflux,multidrug_and_toxic_compound_extrusion_(MATE)_transporter
gb|BAE78082.1|ARO:3003550|mdtP_[Escherichia_coli_str._K-12_substr._W3110]_,acridine_dye;nucleoside_antibiotic,mdtP,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|BAE78083.1|ARO:3003549|mdtO_[Escherichia_coli_str._K-12_substr._W3110]_,acridine_dye;nucleoside_antibiotic,mdtO,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|BAE78084.1|ARO:3003548|mdtN_[Escherichia_coli_str._K-12_substr._W3110]_,acridine_dye;nucleoside_antibiotic,mdtN,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|CAL64019.1|ARO:3003441|cfrA_[Staphylococcus_warneri]_,lincosamide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic,cfrA,antibiotic_target_alteration,Cfr_23S_ribosomal_RNA_methyltransferase
gb|BAI83385.1|ARO:3003440|mecB_[Macrococcus_caseolyticus]_,carbapenem;cephalosporin;cephamycin;monobactam;penam,mecB,antibiotic_target_replacement,methicillin_resistant_PBP2
gb|CAX52582.1|ARO:3003324|Bacillus_subtilis_mprF_[Bacillus_subtilis_subsp._subtilis_str._168]_,peptide_antibiotic,Bacillus,antibiotic_target_alteration,defensin_resistant_mprF
gb|AAA99503.1|ARO:3003250|bcrC_[Bacillus_licheniformis]_,peptide_antibiotic,bcrC,antibiotic_target_alteration,undecaprenyl_pyrophosphate_related_proteins
gb|BAP18892.1|ARO:3003210|FosA4_[Escherichia_coli]_,fosfomycin,FosA4,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|AJE60855.1|ARO:3003209|FosA5_[Escherichia_coli]_,fosfomycin,FosA5,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|BAO79518.1|ARO:3003207|FosK_[Acinetobacter_soli]_,fosfomycin,FosK,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|AAL05554.1|ARO:3003206|lsaE_[Enterococcus_faecalis]_,lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic,lsaE,antibiotic_target_protection,ABC-F_ATP-binding_cassette_ribosomal_protection_protein
gb|CCF55073.1|ARO:3003205|Erm(43)_[Staphylococcus_lentus]_,lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic,Erm(43),antibiotic_target_alteration,Erm_23S_ribosomal_RNA_methyltransferase
gb|BAQ22139.1|ARO:3003204|TLA-3_[Serratia_marcescens]_,cephalosporin;fluoroquinolone_antibiotic;monobactam,TLA-3,antibiotic_inactivation,TLA_beta-lactamase
gb|CAG27800.1|ARO:3003203|TLA-2_[uncultured_bacterium]_,cephalosporin;fluoroquinolone_antibiotic;monobactam,TLA-2,antibiotic_inactivation,TLA_beta-lactamase
gb|AAD37403.1|ARO:3003202|TLA-1_[Escherichia_coli]_,cephalosporin;fluoroquinolone_antibiotic;monobactam,TLA-1,antibiotic_inactivation,TLA_beta-lactamase
gb|BAQ22025.1|ARO:3003200|AAC(6')-Ian_[Serratia_marcescens]_,aminoglycoside_antibiotic,AAC(6')-Ian,antibiotic_inactivation,AAC(6')
gb|BAO21229.1|ARO:3003199|AAC(6')-Iak_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic,AAC(6')-Iak,antibiotic_inactivation,AAC(6')
gb|AGH19769.1|ARO:3003198|rmtH_[Klebsiella_pneumoniae]_,aminoglycoside_antibiotic,rmtH,antibiotic_target_alteration,16S_rRNA_methyltransferase_(G1405)
gb|AET15272.1|ARO:3003197|aadA25_[Pasteurella_multocida_36950]_,aminoglycoside_antibiotic,aadA25,antibiotic_inactivation,ANT(3'')
gb|AEM62948.1|ARO:3003196|tet(45)_[Bhargavaea_cecembensis]_,tetracycline_antibiotic,tet(45),antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|AIY26289.1|ARO:3003194|GIM-2_[Enterobacter_cloacae]_,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem,GIM-2,antibiotic_inactivation,GIM_beta-lactamase
gb|AJA36815.1|ARO:3003193|QnrVC7_[Vibrio_cholerae]_,fluoroquinolone_antibiotic,QnrVC7,antibiotic_target_protection,quinolone_resistance_protein_(qnr)
gb|AHJ02283.1|ARO:3003186|CARB-23_[Vibrio_parahaemolyticus_UCM-V493]_,penam,CARB-23,antibiotic_inactivation,CARB_beta-lactamase
gb|AJP18054.1|ARO:3003183|NDM-14_[Acinetobacter_lwoffii]_,carbapenem;cephalosporin;cephamycin;penam,NDM-14,antibiotic_inactivation,NDM_beta-lactamase
gb|BAQ02518.1|ARO:3003182|NDM-13_[Escherichia_coli]_,carbapenem;cephalosporin;cephamycin;penam,NDM-13,antibiotic_inactivation,NDM_beta-lactamase
gb|AJP67510.1|ARO:3003181|GES-26_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;penam,GES-26,antibiotic_inactivation,GES_beta-lactamase
gb|AIX87991.1|ARO:3003180|KPC-22_[Klebsiella_pneumoniae]_,carbapenem;cephalosporin;monobactam;penam,KPC-22,antibiotic_inactivation,KPC_beta-lactamase
gb|AJP67511.1|ARO:3003179|VIM-43_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;cephamycin;penam;penem,VIM-43,antibiotic_inactivation,VIM_beta-lactamase
gb|AJP08641.1|ARO:3003178|VIM-42_[Klebsiella_pneumoniae]_,carbapenem;cephalosporin;cephamycin;penam;penem,VIM-42,antibiotic_inactivation,VIM_beta-lactamase
gb|AIS19858.1|ARO:3003177|IMI-7_[Enterobacter_cloacae]_,carbapenem,IMI-7,antibiotic_inactivation,IMI_beta-lactamase
gb|AGQ93789.1|ARO:3003176|CARB-21_[Vibrio_parahaemolyticus_O1:Kuk_str._FDA_R31]_,penam,CARB-21,antibiotic_inactivation,CARB_beta-lactamase
gb|AIL92328.1|ARO:3003175|CARB-19_[Vibrio_parahaemolyticus]_,penam,CARB-19,antibiotic_inactivation,CARB_beta-lactamase
gb|AIL92327.1|ARO:3003174|CARB-18_[Vibrio_parahaemolyticus]_,penam,CARB-18,antibiotic_inactivation,CARB_beta-lactamase
gb|CEA29752.1|ARO:3003173|MIR-17_[Enterobacter_cloacae]_,cephalosporin;monobactam,MIR-17,antibiotic_inactivation,MIR_beta-lactamase
gb|AJG06172.1|ARO:3003172|ACT-37_[Enterobacter_cloacae]_,carbapenem;cephalosporin;cephamycin;penam,ACT-37,antibiotic_inactivation,ACT_beta-lactamase
gb|AJG06170.1|ARO:3003171|ACT-36_[Enterobacter_cloacae]_,carbapenem;cephalosporin;cephamycin;penam,ACT-36,antibiotic_inactivation,ACT_beta-lactamase
gb|AJU57235.1|ARO:3003169|CTX-M-161_[Escherichia_coli]_,cephalosporin,CTX-M-161,antibiotic_inactivation,CTX-M_beta-lactamase
gb|AJO16046.1|ARO:3003168|CTX-M-160_[Proteus_mirabilis]_,cephalosporin,CTX-M-160,antibiotic_inactivation,CTX-M_beta-lactamase
gb|BAP18874.1|ARO:3003167|CTX-M-159_[Klebsiella_pneumoniae]_,cephalosporin,CTX-M-159,antibiotic_inactivation,CTX-M_beta-lactamase
gb|AIT97310.1|ARO:3003166|CTX-M-158_[Escherichia_coli]_,cephalosporin,CTX-M-158,antibiotic_inactivation,CTX-M_beta-lactamase
gb|AIS67613.1|ARO:3003165|CTX-M-157_[Klebsiella_pneumoniae]_,cephalosporin,CTX-M-157,antibiotic_inactivation,CTX-M_beta-lactamase
gb|AIS67612.1|ARO:3003164|CTX-M-156_[Klebsiella_pneumoniae]_,cephalosporin,CTX-M-156,antibiotic_inactivation,CTX-M_beta-lactamase
gb|AIS67611.1|ARO:3003163|CTX-M-155_[Klebsiella_pneumoniae]_,cephalosporin,CTX-M-155,antibiotic_inactivation,CTX-M_beta-lactamase
gb|AJT57878.1|ARO:3003162|OXA-435_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-435,antibiotic_inactivation,OXA_beta-lactamase
gb|AIY30332.1|ARO:3003161|OXA-423_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-423,antibiotic_inactivation,OXA_beta-lactamase
gb|AIY30331.1|ARO:3003160|OXA-422_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-422,antibiotic_inactivation,OXA_beta-lactamase
gb|AIW68620.1|ARO:3003158|TEM-220_[Neisseria_gonorrhoeae]_,cephalosporin;monobactam;penam;penem,TEM-220,antibiotic_inactivation,TEM_beta-lactamase
gb|AIS39742.1|ARO:3003157|TEM-219_[Escherichia_coli]_,cephalosporin;monobactam;penam;penem,TEM-219,antibiotic_inactivation,TEM_beta-lactamase
gb|AJO16047.1|ARO:3003156|SHV-189_[Klebsiella_pneumoniae]_,carbapenem;cephalosporin;penam,SHV-189,antibiotic_inactivation,SHV_beta-lactamase
gb|CEA29751.1|ARO:3003155|SHV-188_[Klebsiella_pneumoniae]_,carbapenem;cephalosporin;penam,SHV-188,antibiotic_inactivation,SHV_beta-lactamase
gb|CEA29750.1|ARO:3003154|SHV-187_[Klebsiella_pneumoniae]_,carbapenem;cephalosporin;penam,SHV-187,antibiotic_inactivation,SHV_beta-lactamase
gb|AIS67769.1|ARO:3003153|SHV-186_[Klebsiella_pneumoniae]_,carbapenem;cephalosporin;penam,SHV-186,antibiotic_inactivation,SHV_beta-lactamase
gb|AIS67768.1|ARO:3003152|SHV-185_[Klebsiella_pneumoniae]_,carbapenem;cephalosporin;penam,SHV-185,antibiotic_inactivation,SHV_beta-lactamase
gb|BAC61820.1|ARO:3003151|CARB-22_[Vibrio_parahaemolyticus_RIMD_2210633]_,penam,CARB-22,antibiotic_inactivation,CARB_beta-lactamase
gb|ATI44679.1|ARO:3003150|CARB-20_[Vibrio_parahaemolyticus]_,penam,CARB-20,antibiotic_inactivation,CARB_beta-lactamase
gb|AJA32744.1|ARO:3003149|OXA-426_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-426,antibiotic_inactivation,OXA_beta-lactamase
gb|AJA32743.1|ARO:3003148|OXA-425_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-425,antibiotic_inactivation,OXA_beta-lactamase
gb|AJA32742.1|ARO:3003147|OXA-424_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-424,antibiotic_inactivation,OXA_beta-lactamase
gb|AIY69088.1|ARO:3003142|IMI-8_[Enterobacter_cloacae]_,carbapenem,IMI-8,antibiotic_inactivation,IMI_beta-lactamase
gb|WP_063859768.1|ARO:3003133|CMY-125_[Citrobacter_freundii]_,cephamycin,CMY-125,antibiotic_inactivation,CMY_beta-lactamase
gb|WP_063859763.1|ARO:3003132|CMY-124_[Citrobacter_freundii_complex]_,cephamycin,CMY-124,antibiotic_inactivation,CMY_beta-lactamase
gb|WP_063859757.1|ARO:3003130|CMY-122_[Citrobacter]_,cephamycin,CMY-122,antibiotic_inactivation,CMY_beta-lactamase
gb|ARX76025.1|ARO:3003128|OXA-436_[Enterobacter_asburiae]_,carbapenem;cephalosporin;penam,OXA-436,antibiotic_inactivation,OXA_beta-lactamase
gb|AJG01379.1|ARO:3003126|OXA-433_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-433,antibiotic_inactivation,OXA_beta-lactamase
gb|AJG01378.1|ARO:3003125|OXA-432_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-432,antibiotic_inactivation,OXA_beta-lactamase
gb|AJG01377.1|ARO:3003124|OXA-431_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-431,antibiotic_inactivation,OXA_beta-lactamase
gb|WP_063862927.1|ARO:3003121|OXA-430_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-430,antibiotic_inactivation,OXA_beta-lactamase
gb|AJG01375.1|ARO:3003120|OXA-429_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-429,antibiotic_inactivation,OXA_beta-lactamase
gb|AIZ00987.1|ARO:3003117|OXA-421_[Acinetobacter_pittii]_,carbapenem;cephalosporin;penam,OXA-421,antibiotic_inactivation,OXA_beta-lactamase
gb|BAP28835.1|ARO:3003116|OXA-420_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-420,antibiotic_inactivation,OXA_beta-lactamase
gb|ARO85965.1|ARO:3003115|OXA-427_[Enterobacter_cloacae]_,carbapenem;cephalosporin;penam,OXA-427,antibiotic_inactivation,OXA_beta-lactamase
gb|AEA37904.1|ARO:3003112|lsaC_[Streptococcus_agalactiae]_,lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic,lsaC,antibiotic_target_protection,ABC-F_ATP-binding_cassette_ribosomal_protection_protein
gb|CAE18141.1|ARO:3003111|lsaB_[Staphylococcus_sciuri]_,lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic,lsaB,antibiotic_target_protection,ABC-F_ATP-binding_cassette_ribosomal_protection_protein
gb|ACL13298.1|ARO:3003110|catB10_[Pseudomonas_aeruginosa]_,phenicol_antibiotic,catB10,antibiotic_inactivation,chloramphenicol_acetyltransferase_(CAT)
gb|ACB05808.1|ARO:3003109|msrE_[Acinetobacter_baumannii]_,lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic,msrE,antibiotic_target_protection,ABC-F_ATP-binding_cassette_ribosomal_protection_protein
gb|ACJ63262.1|ARO:3003107|mefB_[Escherichia_coli]_,macrolide_antibiotic,mefB,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|CBY77552.1|ARO:3003106|Erm(42)_[Pasteurella_multocida]_,lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic,Erm(42),antibiotic_target_alteration,Erm_23S_ribosomal_RNA_methyltransferase
gb|AAA25550.1|ARO:3003105|dfrA3_[Plasmid_pAZ1]_,diaminopyrimidine_antibiotic,dfrA3,antibiotic_target_replacement,trimethoprim_resistant_dihydrofolate_reductase_dfr
gb|AAP97129.1|ARO:3003104|cphA8_[Aeromonas_sobria]_,carbapenem,cphA8,antibiotic_inactivation,CphA_beta-lactamase
gb|AAP69915.1|ARO:3003103|cphA7_[Aeromonas_jandaei]_,carbapenem,cphA7,antibiotic_inactivation,CphA_beta-lactamase
gb|AAP69914.1|ARO:3003102|cphA6_[Aeromonas_veronii_bv._veronii]_,carbapenem,cphA6,antibiotic_inactivation,CphA_beta-lactamase
gb|AAP69913.1|ARO:3003101|cphA5_[Aeromonas_salmonicida]_,carbapenem,cphA5,antibiotic_inactivation,CphA_beta-lactamase
gb|AAP69912.1|ARO:3003100|cphA4_[Aeromonas_allosaccharophila]_,carbapenem,cphA4,antibiotic_inactivation,CphA_beta-lactamase
gb|AAB03413.1|ARO:3003099|cphA2_[Aeromonas_hydrophila]_,carbapenem,cphA2,antibiotic_inactivation,CphA_beta-lactamase
gb|ACT97371.1|ARO:3003097|CfxA6_[uncultured_organism]_,cephamycin,CfxA6,antibiotic_inactivation,CfxA_beta-lactamase
gb|AAV37206.1|ARO:3003096|CfxA5_[Parabacteroides_distasonis]_,cephamycin,CfxA5,antibiotic_inactivation,CfxA_beta-lactamase
gb|CAA71441.1|ARO:3003095|imiS_[Aeromonas_veronii]_,carbapenem,imiS,antibiotic_inactivation,CphA_beta-lactamase
gb|CAD69003.1|ARO:3003094|imiH_[Aeromonas_hydrophila]_,carbapenem,imiH,antibiotic_inactivation,CphA_beta-lactamase
gb|AAM63403.1|ARO:3003093|CEPH-A3_[Aeromonas_veronii_bv._sobria]_,carbapenem,CEPH-A3,antibiotic_inactivation,CphA_beta-lactamase
gb|EEL41021.1|ARO:3003072|mphL_[Bacillus_cereus_Rock3-29]_,macrolide_antibiotic,mphL,antibiotic_inactivation,macrolide_phosphotransferase_(MPH)
gb|CAJ98570.1|ARO:3003071|mphF_[uncultured_bacterium]_,macrolide_antibiotic,mphF,antibiotic_inactivation,macrolide_phosphotransferase_(MPH)
gb|AAM09852.1|ARO:3003070|vanXD_[Enterococcus_faecium]_,glycopeptide_antibiotic,vanXD,antibiotic_target_alteration,glycopeptide_resistance_gene_cluster;vanX
gb|ABA71732.1|ARO:3003069|vanXYG_[Enterococcus_faecalis]_,glycopeptide_antibiotic,vanXYG,antibiotic_target_alteration,glycopeptide_resistance_gene_cluster;vanXY
gb|AAD51347.1|ARO:3003067|smeS_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic;cephalosporin;cephamycin;penam,smeS,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAD51348.1|ARO:3003066|smeR_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic;cephalosporin;cephamycin;penam,smeR,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|CAB13167.1|ARO:3003064|ykkD_[Bacillus_subtilis_subsp._subtilis_str._168]_,aminoglycoside_antibiotic;phenicol_antibiotic;tetracycline_antibiotic,ykkD,antibiotic_efflux,small_multidrug_resistance_(SMR)_antibiotic_efflux_pump
gb|CAB13166.1|ARO:3003063|ykkC_[Bacillus_subtilis_subsp._subtilis_str._168]_,aminoglycoside_antibiotic;phenicol_antibiotic;tetracycline_antibiotic,ykkC,antibiotic_efflux,small_multidrug_resistance_(SMR)_antibiotic_efflux_pump
gb|CAA26235.1|ARO:3003061|viomycin_phosphotransferase_[Streptomyces_vinaceus]_,peptide_antibiotic,viomycin,antibiotic_inactivation,viomycin_phosphotransferase
gb|AAA99931.1|ARO:3003060|tsnR_[Streptomyces_laurentii]_,peptide_antibiotic,tsnR,antibiotic_target_alteration,non-erm_23S_ribosomal_RNA_methyltransferase_(A1067)
gb|CAB12108.2|ARO:3003059|tmrB_[Bacillus_subtilis_subsp._subtilis_str._168]_,nucleoside_antibiotic,tmrB,reduced_permeability_to_antibiotic,tunicamycin_resistance_protein
gb|CAC14596.1|ARO:3003057|smeF_[Stenotrophomonas_maltophilia]_,fluoroquinolone_antibiotic;macrolide_antibiotic;phenicol_antibiotic;tetracycline_antibiotic,smeF,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|CAC14595.1|ARO:3003056|smeE_[Stenotrophomonas_maltophilia]_,fluoroquinolone_antibiotic;macrolide_antibiotic;phenicol_antibiotic;tetracycline_antibiotic,smeE,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|CAC14594.1|ARO:3003055|smeD_[Stenotrophomonas_maltophilia]_,fluoroquinolone_antibiotic;macrolide_antibiotic;phenicol_antibiotic;tetracycline_antibiotic,smeD,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAD51346.1|ARO:3003053|smeC_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic;cephalosporin;cephamycin;penam,smeC,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAD51345.1|ARO:3003052|smeB_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic;cephalosporin;cephamycin;penam,smeB,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAD51344.1|ARO:3003051|smeA_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic;cephalosporin;cephamycin;penam,smeA,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAC60780.1|ARO:3003049|rosB_[Yersinia_enterocolitica_(type_O:8)]_,peptide_antibiotic,rosB,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|AAC60781.1|ARO:3003048|rosA_[Yersinia_enterocolitica_(type_O:8)]_,peptide_antibiotic,rosA,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|AAQ10694.1|ARO:3003047|qacB_[Staphylococcus_aureus]_,fluoroquinolone_antibiotic,qacB,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|BAJ09383.1|ARO:3003046|qacA_[Staphylococcus_aureus]_,fluoroquinolone_antibiotic,qacA,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|BAM10414.1|ARO:3003039|oprA_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic;carbapenem;fluoroquinolone_antibiotic;macrolide_antibiotic;tetracycline_antibiotic,oprA,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAC43969.1|ARO:3003037|opcM_[Burkholderia_cepacia]_,aminoglycoside_antibiotic;fluoroquinolone_antibiotic,opcM,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAA50325.1|ARO:3003036|oleB_[Streptomyces_antibioticus]_,lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic,oleB,antibiotic_target_protection,ABC-F_ATP-binding_cassette_ribosomal_protection_protein
gb|CCP46182.1|ARO:3003035|mfpA_[Mycobacterium_tuberculosis_H37Rv]_,fluoroquinolone_antibiotic,mfpA,antibiotic_target_protection,quinolone_resistance_protein_(qnr)
gb|BAA34299.1|ARO:3003034|mexX_[Pseudomonas_aeruginosa_PAO1]_,acridine_dye;aminoglycoside_antibiotic;carbapenem;cephalosporin;cephamycin;fluoroquinolone_antibiotic;macrolide_antibiotic;penam;phenicol_antibiotic;tetracycline_antibiotic,mexX,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|BAA34300.1|ARO:3003033|mexY_[Pseudomonas_aeruginosa_PAO1]_,acridine_dye;aminoglycoside_antibiotic;carbapenem;cephalosporin;cephamycin;fluoroquinolone_antibiotic;macrolide_antibiotic;penam;phenicol_antibiotic;tetracycline_antibiotic,mexY,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAG07763.1|ARO:3003031|mexW_[Pseudomonas_aeruginosa_PAO1]_,acridine_dye;fluoroquinolone_antibiotic;macrolide_antibiotic;phenicol_antibiotic;tetracycline_antibiotic,mexW,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|AAG07762.1|ARO:3003030|mexV_[Pseudomonas_aeruginosa_PAO1]_,acridine_dye;fluoroquinolone_antibiotic;macrolide_antibiotic;phenicol_antibiotic;tetracycline_antibiotic,mexV,antibiotic_efflux,resistance-nodulation-cell_division_(RND)_antibiotic_efflux_pump
gb|CAA90432.1|ARO:3003026|fusH_[Streptomyces_lividans]_,fusidic_acid,fusH,antibiotic_inactivation,fusidic_acid_inactivation_enzyme
gb|ADO00942.1|ARO:3003023|dfrB6_[uncultured_bacterium]_,diaminopyrimidine_antibiotic,dfrB6,antibiotic_target_replacement,trimethoprim_resistant_dihydrofolate_reductase_dfr
